sku,nombre,marca,notas
RCEST-32450001441/46,ESTRIBOS TRASEROS SET DY200,KATANA,
RCEST-312230009-0001,ESTRIBOS TRASEROS SET FIRE125,KATANA,
741540189018,FAJA TRANMISION 835-20X30 VINI(RC),VINI,
741540100026,FAJA TRANSMISION GY6 125 (743-20-30) VINI(FL),VINI,
1001598,FAJA TRANSMISION GY6 150 (842 20 30)  SCOOTER,MEK,
741540100025,FAJA TRANSMISION GY6 150 (842-20-30) VINI(FL),VINI,
741540188342,FAJA TRANSMISSION MAGIC 90 721X18X30 VINI(RC),VINI,
741540188906,FAJA TRANSMISSION NAVI 110,VINI,
741540100383,FILTRO ACEITE DR200 VINI(FL),VINI,
741540188941,FILTRO ACEITE GIXXER 150 VINI(FL),VINI,
741540100384,FILTRO ACEITE PULSAR 135 FZ VINI(RC),VINI,
741540100385,FILTRO ACEITE PULSAR 200NS,VINI,
1005254,FILTRO ACEITE PULSAR FZ160 CON RESORTE,MEK,
1006360,FILTRO ACEITE PULSAR200NS,MEK,
OF004,FILTRO ACEITE SIN RESORTE NRP,NRP,
741540100249,FILTRO ACEITE SUCCION CGL125 VINI(RC),VINI,
741540190641,FILTRO ACEITE TNT250,VINI,
741540100148,FILTRO ACEITE TORITO 180 VINI(RC),VINI,
741540188509,FILTRO ACEITE TORITO RE225 VINI(RC),VINI,
741540188849,FILTRO AIRE AGILITY 125 VINI(FL),VINI,
741540189556,FILTRO AIRE APACHE 160 VINI(FL),VINI,
741540190913,FILTRO AIRE APAÇHE 160-180,VINI,
741540190626,FILTRO AIRE AX100-4,VINI,
1003226,FILTRO AIRE BROS TODO TERRENO,MEK,
741540189342,FILTRO AIRE CB 160F-UNICOR-XBLADE VINI(FL),VINI,
990560288119,FILTRO AIRE CB 190R,MEK,
741540188480,FILTRO AIRE CB1 VINI,VINI,
741540188483,FILTRO AIRE CB110 VINI(FL),VINI,
AF016,FILTRO AIRE CB125F TWISTER/GL150/SHADOW150,NRP,
741540189185,FILTRO AIRE CBF125 VINI,VINI,
1006361,FILTRO AIRE CR1 150Z 250Z,MEK,
741540189687,FILTRO AIRE CR1 VINI(FL),VINI,
995602802433,FILTRO AIRE CRUX110,MEK,
741540100478,FILTRO AIRE DISCOVER 125 ST VINI(FL),VINI,
741540190282,FILTRO AIRE DREAM NEO,VINI,
AF070,FILTRO AIRE FZ 25-25A,NRP,
741540190244,FILTRO AIRE FZ16 FAZER,VINI,
741540190235,FILTRO AIRE FZ3.00,VINI,
741540188942,FILTRO AIRE GIXXER 150,VINI,
741540100382,FILTRO AIRE GN / DAYUN125 VINI (FL),VINI,
M1040700,FILTRO AIRE GN-TVS RTR160/180,MEK,
1006370,FILTRO AIRE HERO HUNK150R,MEK,
741540189188,FILTRO AIRE HUNK 150 VINI(FL),VINI,
AF078,FILTRO AIRE HUNK 160R-190R/HUNK 200,NRP,
741540189942,FILTRO AIRE IGNITOR 125 VINI,VINI,
741540190291,FILTRO AIRE MRT200 VINI,VINI,
741540189190,FILTRO AIRE NAGA 200 VINI(FL),VINI,
17210-KVT-D00,FILTRO AIRE NAVI110,MEK,
741540189965,FILTRO AIRE NAVI110 VINI,VINI,
1006483,FILTRO AIRE NOVA,MEK,
741540189539,FILTRO AIRE PULSAR  160NS VINI(FL),VINI,
741540189435,FILTRO AIRE PULSAR 125-135-BOXER150,VINI,
AF080,FILTRO AIRE PULSAR 150 NEON,NRP,
741540188848,FILTRO AIRE PULSAR 180UG I/II VINI(FL),VINI,
741540100381,FILTRO AIRE PULSAR 200NS,VINI,
AF057,FILTRO AIRE RTX 150-200 / MOTO CHINA 150-200,NRP,
741540189184,FILTRO AIRE RTX150 VINI(FL),VINI,
741540190286,FILTRO AIRE SPACE125 VINI,VINI,
741540188850,FILTRO AIRE SRZ160-HORNET VINI(FL),VINI,
741540190918,FILTRO AIRE TNT150 / TNT180S,VINI,
1002228,FILTRO AIRE TRIANGULAR GY6125/150,MEK,
1006293,FILTRO AIRE UNIVERSAL TRIPLE MEDIDA CONICO 35-42-48 MM,MEK,
741540188556,FILTRO AIRE V-MEN VINI,VINI,
AF055,FILTRO AIRE XC115 BD,NRP,
AF079,FILTRO AIRE XR 190L,NRP,
AF073,FILTRO AIRE XTZ 150,NRP,
1006373,FILTRO AIRE XTZ125,MEK,
741540189255,FILTRO AIRE YARA 200 VINI(FL),VINI,
AF011,FILTRO AIRE YBR 125,NRP,
741540100327,FILTRO AIRE YBR 125 CHINESSE MODEL VINI (FL),VINI,
AF020,FILTRO AIRE YZF R15,NRP,
741540190328,FILTRO AIRE YZF R3,VINI,
1003329,FILTRO COMBUSTIBLE UNIVERSAL,MEK,
1003111,FILTRO DE ACEITE GXT 200,MEK,
741540188617,FILTRO GASOLINA CON ROSCA UNIVERSAL VINI (RC),VINI,
1004929,FILTRO GASOLINA LLAVE PASO AX100,MEK,
UFF001,FILTRO GASOLINA UNIVERSAL,NRP,
741540189671,FILTRO SUCCION INVICTA 150 VINI,VINI,
1006444,FLASH VIA MEK PRO GY6 125/150 TODOTERRENO,MEK,
741540187901,FLASHER 12V VINI (FL),VINI,
1006441,FLASHER CG125/CR1N STD/NAGA200 2018/RUNGA250/MAXX110,MEK,
741540190422,FLASHER CT100 VINI,VINI,
CRLACENTRAL,FLETE POR ENVIO,FLETE,
1004924,FLOTADOR COMBUSTIBLE  HJ125-7,MEK,
RE070200300,FOCO 12V,NRP,
1002709,FOCO DELANTERO CABEZON 12V 35-35W UNIVERSAL,MEK,
1002721,FOCO HALOGENO H4 LUZ AMARILLA H4 UNIVERSAL,MEK,
1002081,FOCO XENON 12V35-35W BA20D,MEK,
1002809,FRICCION AVATAR SMX200/SL200GY/ WY125/ DAKAR 200,MEK,
741540100373,FRICCION AX100 / PLATINA 125 VINI (FL),VINI,
741540189696,FRICCION CG125 TITAN JM,VINI,
741540100376,FRICCION CG125 TITAN VINI(FL),VINI,
741540100375,FRICCION CGL125 VINI,VINI,
1001273,FRICCION CLUTCH TRASERO GY6125/150,MEK,
1002691,FRICCION CR1-CGL-TITAN-CBF160- V-MEN125,MEK,
741540187958,FRICCION FZ16,VINI,
741540188919,FRICCION GLAMOUR / V-MEN / XBLADE VINI(FL),VINI,
741540100371,FRICCION GN-FIRE-APACHE160-PULSAR VINI (FL),VINI,
741540188917,FRICCION TITAN KS/CHINA 125 VINI(FL),VINI,
741540100374,FRICCION XL125S VINI(FL),VINI,
741540100372,FRICCION YAMAHA DT 125 YBR VINI (FL),VINI,
1002577,FUSIBLE 20AMP CILINDRICO UNIVERSAL,MEK,
1004021,GUARDAFANGO DELANTERO AZUL YBR125,MEK,
1005523,GUARDAFANGO DELANTERO NEGRO CR1,MEK,
1006325,GUARDAFANGO DELANTERO NEGRO HONDA NAVI 110,MEK,
1000820,GUARDAFANGO DELANTERO NEGRO YBR125G,MEK,
2000043,GUARDAFANGO TRASERO ASPID 125/150,MEK,
741540188580,GUIA CADENA  PULSAR 135-BOX 150 VINI (RC),VINI,
RMGUI-FEL01-514-13,GUIA CADENA TENSORA SET DY200 DAYUN,DAYUN,
741540188558,GUIA CADENA TIEMPO APACHE,VINI,
741540190016,GUIA CADENA TIEMPO SET APACHE 160 RTR 4V,VINI,
741540189643,GUIA CADENA TIEMPO SET CRUX110,VINI,
741540100263,GUIA CADENA TIEMPO SET DK150 / 200 VINI FIRE (FL),VINI,
741540188948,GUIA CADENA TIEMPO SET GIXXE 150R,VINI,
741540190383,GUIA CADENA TIEMPO SET GN125H,VINI,
741540100819,GUIA CADENA TIEMPO SET GXT200 (DR200),VINI,
741540189644,GUIA CADENA TIEMPO SET HORNET 160 VINI(FL),VINI,
741540190489,GUIA CADENA TIEMPO SET HUNK 160R,VINI,
741540189027,GUIA CADENA TIEMPO SET NAVI 110 VINI(FL),VINI,
741540189555,GUIA CADENA TIEMPO SET PULSAR 200NS,VINI,
741540190049,GUIA CADENA TIEMPO SET STRYKER 125,VINI,
741540188485,GUIA CADENA TIEMPO SET XR150L-HUNK150-CBF150 VINI(FL),VINI,
741540189513,GUIA CADENA TIEMPO SET XTZ125,VINI,
741540190490,GUIA CADENA TIEMPO XPULSE200,VINI,
741540188891,GUIA VALV. SET PULSAR180 / DISCOVER135,VINI,
1001247,GUIA VALVULA  CG125/CG150/CG200  COLT125 CR1 FIRE125  FIRE150,MEK,
1003560,GUIA VALVULA  GY6125/150(SCOOTER),MEK,
741540190417,GUIA VALVULA SET GN125,VINI,
741540189771,HERRAMIENTA AJUSTADOR,VINI,
741540189786,HERRAMIENTA ANTENA TELESCOPICA,VINI,
741540189784,HERRAMIENTA BOMBA ACEITERA,VINI,
741540189807,HERRAMIENTA BROCA DE IMPACTO,VINI,
741540189808,HERRAMIENTA BROCA DE IMPACTO PH2,VINI,
741540189812,HERRAMIENTA CALIBRADOR VINI,VINI,
741540189787,HERRAMIENTA CINCHA SUJETADOR,VINI,
741540140574,HERRAMIENTA CORTADOR CADENA VINI,VINI,
741540189817,HERRAMIENTA CUBO BOMBA AK125,VINI,
741540189819,HERRAMIENTA CUBO BOMBA DISCOVER100,VINI,
741540189816,HERRAMIENTA CUBO BOMBA PULSAR200,MOTUL,
741540189767,HERRAMIENTA CUBO IMPACTO 10MM,VINI,
741540189768,HERRAMIENTA CUBO IMPACTO 12MM,VINI,
741540189769,HERRAMIENTA CUBO IMPACTO 13MM,VINI,
741540189766,HERRAMIENTA CUBO IMPACTO 8MM,VINI,
741540189770,HERRAMIENTA CUBO TALADRO 14MM,VINI,
741540189755,HERRAMIENTA CUBO TALADRO 32MM,VINI,
741540189756,HERRAMIENTA CUBO TALADRO 45MM,VINI,
741540189798,HERRAMIENTA DESTORNILLADOR 6*150,VINI,
741540189801,HERRAMIENTA DESTORNILLADOR 6*200-,VINI,
741540189759,HERRAMIENTA DESTORNILLADOR 6.3*150,VINI,
741540189760,HERRAMIENTA DESTORNILLADOR 6.3*150-,VINI,
741540189762,HERRAMIENTA DESTORNILLADOR 6.3*200,VINI,
741540189761,HERRAMIENTA DESTORNILLADOR 6.3-200,VINI,
741540189763,HERRAMIENTA DESTORNILLADOR 8*250,VINI,
741540189764,HERRAMIENTA DESTORNILLADOR 8-250,VINI,
741540189750,HERRAMIENTA EXTENSION T 8MM VINI,VINI,
741540189789,HERRAMIENTA EXTRACTOR GXT200-TWISTER-GN,VINI,
741540189822,HERRAMIENTA EXTRACTOR PIÑON,VINI,
741540189793,HERRAMIENTA EXTRACTOR PULSAR 125-180,VINI,
741540189795,HERRAMIENTA EXTRACTOR UNIVERSAL,VINI,
741540189792,HERRAMIENTA EXTRACTOR VOLANTE CBF,VINI,
741540189790,HERRAMIENTA EXTRACTOR VZ12003,VINI,
741540189794,HERRAMIENTA EXTRACTOR YAMAHA RX 2T,VINI,
741540189788,HERRAMIENTA EXTRACTOR YBR-XTZ-VZ12027,VINI,
741540189809,HERRAMIENTA INSTALADOR CUNAS,VINI,
741540189805,HERRAMIENTA KIT LLAVES ALLEN 9 PIEZAS,VINI,
741540189773,HERRAMIENTA LLAVE INGLESA,VINI,
741540189810,HERRAMIENTA LLAVEN TAPON,VINI,
741540189797,HERRAMIENTA PALANCA EXTRACTOR,VINI,
741540189785,HERRAMIENTA PINZA DE CORTE,VINI,
741540189772,HERRAMIENTA TENAZA DE CORTE,VINI,
741540190926,HERRAMIENTA VINI BROCA DESBASTE A1020M06 (60MM),VINI,
741540190943,HERRAMIENTA VINI BROCA DESBASTE C1020M06,VINI,
741540190944,HERRAMIENTA VINI BROCA DESBASTE C1020M06 (76MM),VINI,
741540190945,HERRAMIENTA VINI BROCA DESBASTE F1020M06,VINI,
741540190946,HERRAMIENTA VINI BROCA DESBASTE F1020M06 (76MM),VINI,
741540190948,HERRAMIENTA VINI BROCA DESBASTE H0820M06,VINI,
741540190934,HERRAMIENTA VINI BROCA DESBASTE H1025M06,VINI,
741540190949,HERRAMIENTA VINI BROCA DESBASTE H1025M06 (76MM),VINI,
741540190950,HERRAMIENTA VINI BROCA DESBASTE L1025M06 (76MM),VINI,
741540190935,HERRAMIENTA VINI BROCA DESBASTE L1228M06,VINI,
741540190936,HERRAMIENTA VINI BROCA DESBASTE M1020M06 (76MM),VINI,
741540190951,HERRAMIENTA VINI BROCA DESBASTE W1018M06,VINI,
741540189758,HERRAMIENTA VINI DESTORNI- IMPACTO UNIVERSAL,VINI,
741540189799,HERRAMIENTA VINI DESTORNILLADOR 6*150-,VINI,
741540189800,HERRAMIENTA VINI DESTORNILLADOR 6*200,VINI,
741540189783,HERRAMIENTA VINI EXTRACTOR DE BUJIA UNIVER,VINI,
741540191004,HERRAMIENTA VINI EXTRACTOR DE CUNA UNIVERSAL 32 MM,VINI,
741540190939,HERRAMIENTA VINI KIT BROCA DESBASTE,VINI,
741540190178,HERRAMIENTA VINI KIT EXTRACTOR DE BALERO,VINI,
741540189806,HERRAMIENTA VINI KIT LLAVES ALLEN,VINI,
741540189804,HERRAMIENTA VINI LLAVE ALLEN,VINI,
741540189813,HERRAMIENTA VINI LLAVE COMBINADA VT120001,VINI,
741540189782,HERRAMIENTA VINI LLAVE DE TUBO,VINI,
741540189814,HERRAMIENTA VINI LLAVE EXTENSION,VINI,
741540189775,HERRAMIENTA VINI LLAVE INGLESA 10MM,VINI,
741540189776,HERRAMIENTA VINI LLAVE INGLESA 12MM,VINI,
741540189777,HERRAMIENTA VINI LLAVE INGLESA 13MM,VINI,
741540189778,HERRAMIENTA VINI LLAVE INGLESA 14MM,VINI,
741540189780,HERRAMIENTA VINI LLAVE INGLESA 19MM,VINI,
741540189781,HERRAMIENTA VINI LLAVE INGLESA 22MM,VINI,
741540189774,HERRAMIENTA VINI LLAVE INGLESA 9MM,VINI,
741540189746,HERRAMIENTA VINI LLAVE L 10MM,VINI,
741540189747,HERRAMIENTA VINI LLAVE L 12MM,VINI,
741540189748,HERRAMIENTA VINI LLAVE L 8MM,VINI,
741540189752,HERRAMIENTA VINI LLAVE T 12MM,VINI,
741540189753,HERRAMIENTA VINI LLAVE T 14MM,VINI,
741540189749,HERRAMIENTA VINI LLAVE T 7MM,VINI,
741540189751,HERRAMIENTA VINI LLAVE T EXTENSION,VINI,
741540189803,HERRAMIENTA VINI LLAVE UNIVERSAL,VINI,
741540189820,HERRAMIENTA VINI PINZA DE CORTE,VINI,
741540189765,HERRAMIENTA VINI SOSTENEDOR DE GANCHO,VINI,
741540189791,HERRAMIENTA VOLANTE PULSAR 200NS,VINI,
1005952,HULE MASA CATARINA RKS 150,MEK,
1002204,HULE MASA PULSAR180,MEK,
741540188229,HULE MASA SET BM150,VINI,
741540190785,HULE MASA SET BOXER100/PLATINO100-110-125/DISCOVER100,VINI,
RCTUE-ZJ062711,HULE MASA SET DY150,DAYUN,
741540190642,HULE MASA SET ECO/ECO DELUXE/C90/AK110 VINI,VINI,
741540100779,HULE MASA SET GN125H NAGA200 FORZA150 VINI(RC),VINI,
741540189271,HULE MASA SET PULSAR 180,VINI,
741540100778,HULE MASA SET YBR 125 VINI (RC),VINI,
WD004,HULE MASA TRASERA CB110 TWISTER-CBF110/CBF125 STUNNER,NRP,
WD010,HULE MASA TRASERA CSX150 GIXXER,NRP,
WD012,HULE MASA TRASERA DAWN125-GLAMOUR125-IGNITOR125-SUPER SPLENDOR 125,NRP,
WD007,HULE MASA TRASERA FIRE 125-150 / DEFENDER200 / APACHE RTR 160-180-200 / GN125,NRP,
WD011,HULE MASA TRASERA FZN150/FZN250/YZF R 3/YZF R15,NRP,
WD014,HULE MASA TRASERA HUNK 160R,NRP,
WD013,HULE MASA TRASERA PULSAR 200NS,NRP,
WD008,HULE MASA TRASERA SPITZER200/CGL125/MOTO CHINA/FZ16/YBR125ED,NRP,
1005137,KIT ANILLOS DE PISTON CBB250,MEK,
741540189908,KIT BALANCIN BM150,VINI,
741540188459,KIT BALANCIN CB1 VINI,VINI,
741540188473,KIT BALANCIN CB110 VINI(FL),VINI,
741540188658,KIT BALANCIN CG -200 VINI,VINI,
741540188278,KIT BALANCIN CG125/CG150/CG200 VINI (RODILLO)(FL),VINI,
741540188218,KIT BALANCIN COMPLETO HUNK 150 / CB125F STUNNER,VINI,
741540189631,KIT BALANCIN CRUX110REV VINI,VINI,
741540100426,KIT BALANCIN DRS200 VINI (FL),VINI,
741540100241,KIT BALANCIN GN125H,VINI,
741540188215,KIT BALANCIN GY6-125/150,VINI,
741540189824,KIT BALANCIN HORNET160-UNICOR-CB190R VINI(FL),VINI,
741540188216,KIT BALANCIN HUNK/XR150L VINI(FL),VINI,
741540189896,KIT BALANCIN HUNK200/XPULSE200 VINI(FL),VINI,
741540189628,KIT BALANCIN MRT250,VINI,
741540189097,KIT BALANCIN NAGA200/FORZA150/DEFENDER200,VINI,
741540189899,KIT BALANCIN NAVI 110 VINI(FL),VINI,
741540188469,KIT BALANCIN NXR BROSS / AK125-150,VINI,
741540190098,KIT BALANCIN PULSAR 125,VINI,
741540100720,KIT BALANCIN PULSAR 135 VINI (FL),VINI,
741540189553,KIT BALANCIN PULSAR 160NS,VINI,
741540107603,KIT BALANCIN SL125-3C/NAGA200/FORZA150 VINI(FL),VINI,
741540107411,KIT BALANCIN STORM VINI,VINI,
741540100455,KIT BALANCIN XL200 / YARA200 / TORNADO250 / SPITZER250,VINI,
741540190411,KIT BALANCIN XTZ250 VINI,VINI,
741540188659,KIT BALANCIN YBR125 VINI(FL),VINI,
1001250,KIT BALANCINES C-EJE  CG125 CR1 SPITZER150 NEW  FIRE150,MEK,
1000785,KIT BARRA DELANTERA FT150-CGL 125,MEK,
2000016,KIT BARRAS DELANTERAS GN- FIRE150/ ASPID/ SANLG WARRIOR,MEK,
1006292,KIT BARRAS FREEDOM CR1-CR2-AKT EVO150,MEK,
1002451,KIT BUSHING CATARINA C-PERNO,MEK,
741540149003,KIT BUSHING CATARINA XL VINI (RC),VINI,
1009008,KIT BUSHING MASA METAL C/TORNILLO,MEK,
1003140,KIT BUSHING TIJERA YBR 125,MEK,
1001360,KIT CILINDRO CG125 124CC VARILLA PIN 15,MEK,
1005033,KIT CILINDRO CG150 149CC VARILLA PIN 15 NEGRO,MEK,
CK043,KIT CILINDRO COMPLETO CB 190R/XR 190L,NRP,
CK008,"KIT CILINDRO COMPLETO CB125F TWISTER MOTOR125FMI, 125CC, CADENILLA PIN12",NRP,
1000762,KIT CILINDRO COMPLETO CB150 149CC CADENA PIN 15,MEK,
CK025,KIT CILINDRO COMPLETO FZ 16,NRP,
CK007,KIT CILINDRO COMPLETO FZN 150 DA (FZS 3.0 / FZ 2.0),NRP,
CK044,"KIT CILINDRO COMPLETO MOTOR CRF230 166MM, 223CC CADENILLA PIN 15 TORNADO 250",NRP,
CK014,"KIT CILINDRO COMPLETO SC125 ELITE MOTOR 152QMI (GY6), 124CC, CADENILLA PIN15",NRP,
1006153,KIT CILINDRO COMPLETO SUZUKI GN125 124CC CADENA PIN 14,MEK,
1002363,KIT CILINDRO COMPLETO VARILLA PIN13 CG150-FIRE150,MEK,
CK015,KIT CILINDRO COMPLETO XTZ 150 SZ,NRP,
1004421,KIT CILINDRO COMPLETO YARA-CB200 196CC CADENILLA PIN15,MEK,
CK027,KIT CILINDRO COMPLETO YD110S CRUX,NRP,
741540189437,KIT CONTRABALANCEO FORZA 150 VINI(RC),VINI,
741540189063,KIT CUNA AK TTR125 /EVO VINI(FL),VINI,
741540188932,KIT CUNA APACHE 200 VINI(FL),VINI,
741540188319,KIT CUNA BROS125 XLR125 XR200 VINI (FL),VINI,
741540189922,KIT CUNA CRUX110REV-FZ,VINI,
741540190984,KIT CUNA FXR200 / DT200,VINI,
741540190877,KIT CUNA FZ16 / FZ2.0,VINI,
741540100250,KIT CUNA GN125 VINI (FL),VINI,
741540100596,KIT CUNA GXT200/BROS 200,VINI,
741540188726,KIT CUNA GY6-150 VINI,VINI,
741540100735,KIT CUNA PULSAR 180,VINI,
741540100738,KIT CUNA PULSAR/PLATINA 135 VINI 36/38(FL),VINI,
741540140565,KIT CUNA SPITZER 150 VINI (CONICO) (FL),VINI,
741540188543,KIT CUNA STORM-CBF-INVICTA-NAVI-UNICOR  VINI (FL),VINI,
741540188504,KIT CUNA XM200/YARA200/SHINERAY200 VINI(FL),VINI,
741540188322,KIT CUNA XTZ125 03-15/TTR125,VINI,
741540100110,KIT CUNA YBR125 (CHINE TYPE) VINI (FL),VINI,
CK019,"KIT DE CILINDRO COMPLETO  GL 150, MOTOR 157FMJ, 149CC, CADENILLA, PIN 14, GRIS",NRP,
CK045,"KIT DE CILINDRO COMPLETO  NAVI 110, DIO 110",NRP,
CK050,"KIT DE CILINDRO COMPLETO, APACHE RTR 160, APACHE RTR 160 2V",NRP,
741540190413,KIT DISTRIBUCION CADENA TIEMPO CB110,VINI,
741540188611,KIT EMPAQUE AK110 VINI,VINI,
741540188602,KIT EMPAQUE APACHE RTR 160 VINI(FL),VINI,
741540188606,KIT EMPAQUE APACHE RTR 180 VINI(FL),VINI,
741540188607,KIT EMPAQUE AX100 VINI(FL),VINI,
741540189918,KIT EMPAQUE BM150,VINI,
741540188610,KIT EMPAQUE CB125 VINI,VINI,
1005129,KIT EMPAQUE CBB250,MEK,
741540100771,KIT EMPAQUE CG150 S/CONTRAPESA VINI(FL),VINI,
1004418,KIT EMPAQUE CG200 63.5MM BALANCEADO YARA200,MEK,
741540100772,KIT EMPAQUE CGL125 / V-MEN125 VINI(FL),VINI,
RM004000048,KIT EMPAQUE COMPLETO CB 160 UNICORN-HORNET / XBLADE 160,NRP,
RM004000004,KIT EMPAQUE COMPLETO DIO 110 / NAVI 110,NRP,
RM004000006,KIT EMPAQUE COMPLETO FZ 3.0-2.0,NRP,
1006327,KIT EMPAQUE COMPLETO HONDA NAVI110,MEK,
RM004000000,KIT EMPAQUE COMPLETO PULSAR 160NS,NRP,
RM004000007,KIT EMPAQUE COMPLETO PULSAR 180,NRP,
741540190081,KIT EMPAQUE COMPLETO PULSAR160NS,VINI,
RM004000028,KIT EMPAQUE COMPLETO XR 250 TORNADO / TWISTER 250,NRP,
741540188375,KIT EMPAQUE DK200-AVATAR200-FIRE150 CADENILLA VINI,VINI,
741540188589,KIT EMPAQUE DR200 VINI(FL),VINI,
741540100816,KIT EMPAQUE DSF-DSR-RTX-SPITZER-KEEWAY-CG-TRAXX (200) / CR2 / AKT TT200 VINI(FL) BALANCIADO,VINI,
741540188373,KIT EMPAQUE DTK175 VINI(FL),VINI,
1003661,KIT EMPAQUE GN125,MEK,
741540188367,KIT EMPAQUE GY125 VINI(FL),VINI,
741540188368,KIT EMPAQUE GY150 VINI(FL),VINI,
741540189740,KIT EMPAQUE INVICTA-HUNK 150-200 XR150 VINI (FL),VINI,
1005654,KIT EMPAQUE MEK PRO CG125,MEK,
1005656,KIT EMPAQUE MEK PRO CG200 63MM,MEK,
741540188604,KIT EMPAQUE PLATINO 125 VINI(FL),VINI,
741540188370,KIT EMPAQUE PULSAR 135 VINI(FL),VINI,
741540188609,KIT EMPAQUE PULSAR 180 VINI(FL),VINI,
741540188371,KIT EMPAQUE PULSAR 220 VINI(FL),VINI,
741540100815,KIT EMPAQUE SL150-9 C/CONTRAPESA VINI(FL),VINI,
741540188369,KIT EMPAQUE XL125 VINI(FL),VINI,
741540188372,KIT EMPAQUE XL200,VINI,
741540189823,KIT EMPAQUE YARA200,VINI,
741540188374,KIT EMPAQUE YBR125 VINI(FL),VINI,
741540190120,KIT EMPQUE CRUX110REV,VINI,
1000816,KIT ESPARRAGOS ESCAPE 5.8MM UNIVERSAL,MEK,
1004464,KIT ESPARRAGOS ESCAPE 7.7MM UNIVERSAL,MEK,
1000214,KIT ESTRIBO TRACERO TODO TERRENO,MEK,
741540189757,KIT HERRAMIENTA LLAVES 6PCS,VINI,
1001022,KIT HULE ESTRIBO CG125,MEK,
741540190778,KIT LAINAS CATARINA APACHE160/180,VINI,
741540190776,KIT LAINAS CATARINA DISCOVER100 / PLATINO / XCD125 VINI,VINI,
741540190775,KIT LAINAS CATARINA FZ16 VINI,VINI,
741540188796,KIT LAINAS CATARINA GN125H,VINI,
741540190773,KIT LAINAS CATARINA PULSAR180 6 HUECOS,VINI,
741540190612,KIT LAINAS CATARINA XR150L,VINI,
741540190774,KIT LAINAS CATARINAS PULSAR 200NS,VINI,
1001246,KIT LEVAS CG125/CG150 COLT125 CR1 FIRE125 FIRE150,MEK,
1006565,KIT MANECILLAS LH/RH CON BOMBA FRENO AZUL,MEK,
1006566,KIT MANECILLAS LH/RH CON BOMBA FRENO NEGRO,MEK,
1005263,KIT MANGUILLO C/BAQUELITA YBR125 TURISMO CHINAS,MEK,
1003737,KIT MANGUILLOS TODO,MEK,
741540100821,KIT MEDIO CGL125 VINI(RC),VINI,
741540189312,KIT MEDIO DK200 / DRACO250 VINI(RC),VINI,
741540100822,KIT MEDIO GL145 FIRE150 CADENILLA VINI (RC),VINI,
741540188017,KIT MEDIO PULSAR 135 VINI(RC),VINI,
741540100820,KIT MEDIO SL150-SPITZER200 VINI(RC),VINI,
1002438,KIT PERNOS DE CATARINA UNIVERSAL,MEK,
1000003,KIT PERNOS DE CATARINA YBR125,MEK,
1001350,KIT PISTON CG200 67MM AKT200TT,MEK,
741540189146,KIT PISTON FIRE125 - BROSS125 STD,VINI,
741540189095,KIT PISTON FORZA150-SPITZER150-CGH,VINI,
1006294,KIT PISTON FREEDOM  FIRE125 PIN PEQUENO,MEK,
741540188175,KIT PISTON HUNK 150 STD,VINI,
741540100552,KIT PISTON SANLG SL150-9/6,VINI,
1001200,KIT POLVERA ANCHA GXT200,MEK,
1001014,KIT POLVERAS BARRAS,MEK,
1003391,KIT POLVERAS BARRAS  TODOTERRENO,MEK,
1003764,KIT PROTECTOR MANECILLA UNIVERSAL,MEK,
1006590,KIT PROTECTOR MANECILLAS DORADO/NEGRO STD,MEK,
1000875,KIT RESORTE CG125-150,MEK,
1002588,KIT RESORTE TODO TERRENO,MEK,
FOS013,KIT RETENEDOR BARRA 27X37X10.5,NRP,
741540190633,KIT RETENEDOR BARRA 30X40.5X10.5,VINI,
FOS007,KIT RETENEDOR BARRA 30X42X10.5,NRP,
741540188582,KIT RETENEDOR BARRA 31X43X10.3,VINI,
FOS011,KIT RETENEDOR BARRA 32X43X10.5,NRP,
FOS002,KIT RETENEDOR BARRA 33X45X10.5,NRP,
FOS005,KIT RETENEDOR BARRA 35X48X10.5,NRP,
FOS010,KIT RETENEDOR BARRA 41X53X8,NRP,
FOS009,KIT RETENEDOR BARRA 41X54X11,NRP,
741540189879,KIT RETENEDOR BARRA BM150 VINI,VINI,
741540190366,KIT RETENEDOR BOXER MOTOR - PLATINO 100,VINI,
741540189629,KIT RETENEDOR MOTOR CRUXX 110 REV,VINI,
741540190367,KIT RETENEDOR MOTOR GN125H,VINI,
741540190466,KIT RETENEDOR MOTOR PULSAR135 / XCD125 5PCS,VINI,
741540190365,KIT RETENEDOR MOTOR YBR125,VINI,
741540190464,KIT RETENEDORES MOTOR CBF125,VINI,
741540190368,KIT RETENEDORES MOTOR PULSAR 200NS,VINI,
741540190467,KIT RETENEDORES PULSAR 180 5 PCS,VINI,
1006577,KIT RETROVISOR PESA MANUBRIO STD,MEK,
1006332,KIT RETROVISORES HONDA NAVI 110,MEK,
741540188191,KIT ROLLER AUTOMATICO / MRT NIU 150 VINI,VINI,
741540190491,KIT ROLLER AUTOMATICO NAVI110 / DIO110,VINI,
1001442,KIT SELLO BARRA 27X37X7.5,MEK,
1004050,KIT SELLOS ACEITE J400141 GY6125-150(SCOOTER),MEK,
1005613,KIT SELLOS ACEITE YBR125,MEK,
1003403,KIT SELLOS BARRA 27*39*10.5 FIRE 125/150,MEK,
1001304,KIT SELLOS BARRA 27X37X10.5,MEK,
